city,province,site,population,region
Celano,AQ,http://www.comune.celano.aq.it/,10885.0,Abruzzo
Castel del Monte,AQ,http://www.comune.casteldelmonte.aq.it/,437.0,Abruzzo
Laghi,VI,http://www.comune.laghi.vi.it/,130.0,Veneto
Veronella,VR,http://www.comune.veronella.vr.it/,5116.0,Veneto
Santa Giustina in Colle,PD,http://www.comuneweb.it/GiustinaHome/,7269.0,Veneto
Carceri,PD,http://www.comune.carceri.pd.it/,1549.0,Veneto
Conegliano,TV,http://www.comune.conegliano.tv.it,35082.0,Veneto
Tribogna,GE,http://www.comune.tribogna.ge.it/on-line/it/Home.asp,598.0,Liguria
Pallare,SV,http://www.comunedipallare.it,922.0,Liguria
Sant'Eusanio del Sangro,CH,http://www.comune.santeusaniodelsangro.chieti.it,2471.0,Abruzzo
Poggio Picenze,AQ,http://www.comune.poggiopicenze.aq.it,1105.0,Abruzzo
Raiano,AQ,http://www.comune.raiano.aq.it/,2767.0,Abruzzo
Sadali,SU,http://www.comune.sadali.nu.it/,942.0,Sardegna
Roccaspinalveti,CH,http://www.comuneroccaspinalveti.it/,1275.0,Abruzzo
Fossa,AQ,https://comune.fossa.aq.it,705.0,Abruzzo
Castelvecchio Calvisio,AQ,http://comune.castelvecchiocalvisio.aq.it/,143.0,Abruzzo
Ronchi dei Legionari,GO,http://www.comuneronchi.it/,11971.0,Friuli-Venezia Giulia
Budoia,PN,http://www.comune.budoia.pn.it,2571.0,Friuli-Venezia Giulia
Bollate,MI,http://www.comune.bollate.mi.it/,36486.0,Lombardia
Guanzate,CO,http://www.comune.guanzate.co.it,5834.0,Lombardia
Musso,CO,http://www.comune.musso.co.it,990.0,Lombardia
Cordenons,PN,http://www.comune.cordenons.pn.it,18210.0,Friuli-Venezia Giulia
Capriva del Friuli,GO,http://www.comune.capriva-del-friuli.go.it/,1717.0,Friuli-Venezia Giulia
Cavasso Nuovo,PN,http://www.comune.cavassonuovo.pn.it/,1533.0,Friuli-Venezia Giulia
Sant'Egidio alla Vibrata,TE,http://www.comune.santegidioallavibrata.te.it/,9753.0,Abruzzo
Avigliano Umbro,TR,http://www.comune.aviglianoumbro.tr.it,2509.0,Umbria
Ascoli Piceno,AP,http://www.comuneap.gov.it/,48773.0,Marche
Pont Canavese,TO,http://www.comune.pontcanavese.to.it/,3307.0,Piemonte
Lequile,LE,http://www.comune.lequile.le.it/,8689.0,Puglia
Patù,LE,https://www.comune.patu.gov.it/,1700.0,Puglia
Dorsino,TN,http://www.comunedorsino.it,,provincia autonoma di Trento
Pescara,PE,http://www.comune.pescara.it,119217.0,Abruzzo
Lagonegro,PZ,http://www.comune.lagonegro.pz.it/,5442.0,Basilicata
Marsicovetere,PZ,http://www.comune.marsicovetere.pz.it,5531.0,Basilicata
Salerano Canavese,TO,http://www.comune.saleranocanavese.to.it/,479.0,Piemonte
Volvera,TO,http://www.comune.volvera.to.it/,8639.0,Piemonte
Frisanco,PN,http://www.comune.frisanco.pn.it,600.0,Friuli-Venezia Giulia
Polcenigo,PN,http://www.comune.polcenigo.pn.it/,3151.0,Friuli-Venezia Giulia
Villamagna,CH,http://www.comunedivillamagna.it/,2306.0,Abruzzo
Torrevecchia Teatina,CH,http://www.comunetorrevecchiateatina.it/,4206.0,Abruzzo
Castel San Vincenzo,IS,http://www.comune.castelsanvincenzo.is.it,504.0,Molise
Vinchiaturo,CB,http://www.comune.vinchiaturo.cb.it/,3320.0,Molise
Arrone,TR,http://www.comune.arrone.terni.it,2743.0,Umbria
Santo Stefano di Sessanio,AQ,http://www.comunesantostefanodisessanio.aq.it/,110.0,Abruzzo
Scanno,AQ,http://www.comune.scanno.aq.it,1780.0,Abruzzo
Rueglio,TO,http://www.comune.rueglio.to.it/,769.0,Piemonte
Filignano,IS,http://www.comune.filignano.is.it/,636.0,Molise
Pietrabbondante,IS,http://www.comune.pietrabbondante.is.it/,735.0,Molise
Sant'Agapito,IS,http://www.comune.sant-agapito.is.it/,1469.0,Molise
Limosano,CB,http://www.comune.limosano.cb.it,744.0,Molise
Matrice,CB,http://www.comune.matrice.cb.it,1111.0,Molise
Usseglio,TO,http://www.comuneusseglio.to.it,200.0,Piemonte
Bagnara di Romagna,RA,http://www.comune.bagnaradiromagna.ra.it,2439.0,Emilia-Romagna
San Giusto Canavese,TO,http://sangiusto.canavese.it/,3351.0,Piemonte
Rotello,CB,http://www.comune.rotello.cb.it,1191.0,Molise
San Felice del Molise,CB,http://www.comune.sanfelicedelmolise.cb.it/,620.0,Molise
San Giacomo degli Schiavoni,CB,http://www.comune.sangiacomo.cb.it,1406.0,Molise
Apricena,FG,http://www.comune.apricena.fg.it,13174.0,Puglia
Anzano di Puglia,FG,http://www.comune.anzanodipuglia.fg.it/,1225.0,Puglia
Deliceto,FG,http://www.comune.deliceto.fg.it/,3725.0,Puglia
Lucera,FG,http://www.comune.lucera.fg.it,33085.0,Puglia
Binetto,BA,http://www.comune.binetto.ba.it,2232.0,Puglia
Torrazza Piemonte,TO,http://www.torrazzapiemonte.eu/,2906.0,Piemonte
Carbone,PZ,http://www.comune.carbone.pz.it,608.0,Basilicata
Castelsaraceno,PZ,http://www.comune.castelsaraceno.pz.it/,1349.0,Basilicata
Modigliana,FC,http://www.comune.modigliana.fc.it,4482.0,Emilia-Romagna
Siurgus Donigala,SU,http://www.comune.siurgusdonigala.ca.it,1968.0,Sardegna
Villanova Canavese,TO,http://www.comune.villanovacanavese.to.it,1212.0,Piemonte
Villabate,PA,http://www.comune.villabate.pa.it/,20051.0,Sicilia
Viterbo,VT,http://www.comune.viterbo.it/,67798.0,Lazio
Benevento,BN,http://www.comune.benevento.it,59789.0,Campania
Roseto Valfortore,FG,http://www.comune.rosetovalfortore.fg.it/,1075.0,Puglia
Motta Montecorvino,FG,http://www.comune.mottamontecorvino.fg.it,712.0,Puglia
Almè,BG,http://www.comune.alme.bg.it/,5604.0,Lombardia
Averara,BG,http://www.comune.averara.bg.it,178.0,Lombardia
Berbenno,BG,http://www.comune.berbenno.bg.it,2357.0,Lombardia
Adrara San Martino,BG,http://lombardia.indettaglio.it/eng/comuni/,2239.0,Lombardia
Monopoli,BA,http://www.comune.monopoli.ba.it/,48964.0,Puglia
Noci,BA,http://www.comune.noci.ba.it/,19115.0,Puglia
Adelfia,BA,https://www.comune.adelfia.gov.it/,16963.0,Puglia
Napoli,NA,http://www.comune.napoli.it,966144.0,Campania
Viggiano,PZ,http://www.comuneviggiano.it/,3347.0,Basilicata
Palombaro,CH,http://www.comune.palombaro.gov.it,1001.0,Abruzzo
Turrivalignani,PE,http://www.comune.turrivalignani.pe.it/,887.0,Abruzzo
Vicoli,PE,http://www.comune.vicoli.pe.it/,378.0,Abruzzo
Pretoro,CH,http://www.comune.pretoro.ch.it/,965.0,Abruzzo
Bottanuco,BG,http://www.comune.bottanuco.bg.it/,5137.0,Lombardia
Gressan,AO,http://www.comune.gressan.ao.it,3378.0,Italia
Monghidoro,BO,http://www.comune.monghidoro.bo.it/,3689.0,Emilia-Romagna
Torchiarolo,BR,http://www.torchiarolo.gov.it,5419.0,Puglia
San Marzano di San Giuseppe,TA,http://www.sanmarzano-ta.gov.it,9228.0,Puglia
Poggio Renatico,FE,http://www.comune.poggiorenatico.fe.it/,9791.0,Emilia-Romagna
Meldola,FC,http://www.comune.meldola.fc.it/,9978.0,Emilia-Romagna
Ribordone,TO,http://www.comune.ribordone.to.it,49.0,Piemonte
Premilcuore,FC,http://www.comune.premilcuore.fc.it,777.0,Emilia-Romagna
Narni,TR,http://www.comune.narni.tr.it,19252.0,Umbria
Rocca San Casciano,FC,http://www.comune.roccasancasciano.fc.it/servizi/notizie/notizie_homepage.aspx,1874.0,Emilia-Romagna
San Nicolò Gerrei,SU,http://www.comune.sannicologerrei.ca.it/,769.0,Sardegna
San Quirino,PN,http://www.comune.sanquirino.pn.it/,4328.0,Friuli-Venezia Giulia
Otricoli,TR,http://www.comuneotricoli.it,1829.0,Umbria
Tramonti di Sotto,PN,http://www.comune.tramonti-di-sotto.pn.it,367.0,Friuli-Venezia Giulia
Alberona,FG,http://www.comune.alberona.fg.it,956.0,Puglia
Chiusi della Verna,AR,http://www.comune.chiusi-della-verna.ar.it,2000.0,Toscana
Cavriglia,AR,http://www.comune.cavriglia.ar.it,9543.0,Toscana
Castel Maggiore,BO,http://www.comune.castel-maggiore.bo.it,18349.0,Emilia-Romagna
Serravalle di Chienti,MC,http://www.comune.serravalledichienti.mc.it/,1056.0,Marche
Fragagnano,TA,http://www.comune.fragagnano.ta.it/,5232.0,Puglia
Monteparano,TA,http://www.comune.monteparano.ta.it,2379.0,Puglia
Rocca di Cambio,AQ,http://www.comune.roccadicambio.aq.it,512.0,Abruzzo
San Benedetto in Perillis,AQ,http://www.comune.sanbenedettoinperillis.aq.it/,103.0,Abruzzo
Brusson,AO,http://www.comune.brusson.ao.it/,887.0,Italia
Chamois,AO,http://www.comune.chamois.ao.it/,95.0,Italia
Collelongo,AQ,http://www.comune.collelongo.aq.it/,1190.0,Abruzzo
Fagnano Alto,AQ,http://www.comunefagnanoalto.it,416.0,Abruzzo
Bagnolo del Salento,LE,http://www.comune.bagnolodelsalento.le.it/,1821.0,Puglia
Calimera,LE,http://www.comune.calimera.le.it,7009.0,Puglia
Penna in Teverina,TR,http://www.comune.pennainteverina.tr.it,1084.0,Umbria
Brindisi,BR,http://www.comune.brindisi.it/,87141.0,Puglia
Montefranco,TR,http://www.comune.montefranco.tr.it,1304.0,Umbria
Bondeno,FE,http://www.comune.bondeno.fe.it/,14217.0,Emilia-Romagna
Castelnovo ne' Monti,RE,http://www.comune.castelnovo-nemonti.re.it/,10473.0,Emilia-Romagna
Collagna,RE,http://www.unionecomuni.re.it/collagna/,991.0,Emilia-Romagna
Fogliano Redipuglia,GO,http://www.comune.foglianoredipuglia.go.it,3048.0,Friuli-Venezia Giulia
Grado,GO,http://www.comune.grado.go.it,8173.0,Friuli-Venezia Giulia
Olbia,SS,http://www.comune.olbia.ot.it/,60261.0,Sardegna
Campi Salentina,LE,http://www.comune.campi-salentina.le.it/,10322.0,Puglia
Castri di Lecce,LE,http://www.comunecastri.le.it/,2904.0,Puglia
Goni,SU,http://www.comune.goni.ca.it,478.0,Sardegna
Muravera,SU,http://www.comune.muravera.ca.it/,5273.0,Sardegna
Santo Stefano di Camastra,ME,http://www.comune.santostefanodicamastra.me.it/,4670.0,Sicilia
Sassari,SS,http://www.comune.sassari.it,116641.0,Sardegna
Civitella Alfedena,AQ,http://www.comune.civitellaalfedena.aq.it/,280.0,Abruzzo
Mirabello,FE,http://www.comune.mirabello.fe.it/,,provincia di Ferrara
Issogne,AO,http://www.comune.issogne.ao.it,1386.0,Italia
San Martino in Rio,RE,http://comune.sanmartinoinrio.re.it/,8111.0,Emilia-Romagna
Sant'Ilario d'Enza,RE,http://www.comune.santilariodenza.re.it,11263.0,Emilia-Romagna
Roè Volciano,BS,http://www.comune.roevolciano.bs.it/,4568.0,Lombardia
San Zeno Naviglio,BS,http://www.comune.sanzenonaviglio.bs.it,4746.0,Lombardia
Collepasso,LE,http://www.comunedicollepasso.gov.it/,5979.0,Puglia
Castro,LE,http://www.comune.castro.le.it/,2395.0,Puglia
Matino,LE,http://www.comune.matino.le.it/,11444.0,Puglia
Martano,LE,http://www.comune.martano.le.it,9087.0,Puglia
Suelli,SU,http://www.comunesuelli.it,1127.0,Sardegna
Secinaro,AQ,http://www.comunesecinaro.it/,352.0,Abruzzo
Gagliano Aterno,AQ,http://www.comunegaglianoaterno.it/,257.0,Abruzzo
Magliano de' Marsi,AQ,http://www.comune.maglianodemarsi.aq.it/,3626.0,Abruzzo
Lucignano,AR,http://www.comune.lucignano.ar.it,3554.0,Toscana
Casalincontrada,CH,http://www.comune.casalincontrada.ch.it/,3047.0,Abruzzo
Selegas,SU,http://www.comune.selegas.ca.it,1347.0,Sardegna
Temù,BS,http://www.comune.temu.bs.it,1105.0,Lombardia
Sirmione,BS,http://www.comune.sirmione.bs.it,8243.0,Lombardia
Provaglio Val Sabbia,BS,http://www.comune.provagliovalsabbia.bs.it/,913.0,Lombardia
Prestine,BS,http://www.comune.prestine.bs.it,,Lombardia
Ugento,LE,http://www.comune.ugento.le.it,12412.0,Puglia
Veglie,LE,http://www.comune.veglie.le.it/,13947.0,Puglia
Capo d'Orlando,ME,http://www.comune.capodorlando.me.it/,13320.0,Sicilia
Villa Santa Lucia degli Abruzzi,AQ,http://www.comunevillasantaluciadegliabruzzi.aq.it/,107.0,Abruzzo
Collagna,RE,http://www.unionecomuni.re.it/collagna/,991.0,provincia di Reggio nell'Emilia
Furnari,ME,http://www.comune.furnari.me.it,3804.0,Sicilia
Pereto,AQ,http://www.comune.pereto.aq.it/,669.0,Abruzzo
Rocca Pia,AQ,http://www.comune.roccapia.aq.it/,176.0,Abruzzo
Andrano,LE,http://www.comune.andrano.le.it,4750.0,Puglia
Ofena,AQ,http://www.comune.ofena.aq.it/hh/index.php,471.0,Abruzzo
Navelli,AQ,http://www.comunenavelli.gov.it,541.0,Abruzzo
Aulla,MS,http://www.comuni-italiani.it/045/001/,11092.0,Toscana
Mandanici,ME,http://www.comunedimandanici.it,578.0,Sicilia
San Giorgio Lucano,MT,http://www.comune.sangiorgiolucano.mt.it/,1157.0,Basilicata
Salandra,MT,http://www.comune.salandra.mt.it/,2745.0,Basilicata
Urago d'Oglio,BS,http://www.comune.uragodoglio.bs.it/,3757.0,Lombardia
Vestone,BS,http://www.comune.vestone.bs.it/,4295.0,Lombardia
Graniti,ME,https://www.comunegraniti.gov.it/,1465.0,Sicilia
San Donato di Lecce,LE,http://www.comunesandonatodilecce.it/,5656.0,Puglia
San Cassiano,LE,http://www.comune.sancassiano.le.it,2037.0,Puglia
Perdaxius,SU,http://www.comune.perdaxius.ci.it,1423.0,Sardegna
Domusnovas,SU,http://www.comune.domusnovas.ci.it,6145.0,Sardegna
Villanova Tulo,SU,http://www.comune.villanova.lo.it,1091.0,Sardegna
Terraseo,SU,,,provincia di Cagliari
Bruncuteula,SU,,,provincia di Cagliari
Pertica Alta,BS,http://www.comune.perticaalta.bs.it,563.0,Lombardia
Pertica Bassa,BS,http://www.comune.perticabassa.bs.it/,632.0,Lombardia
Terraseo,SU,,,provincia di Carbonia-Iglesias
Bruncuteula,SU,,,provincia di Carbonia-Iglesias
Visone,AL,http://www.comune.visone.al.it/,1236.0,Piemonte
Carbonia,SU,https://www.comune.carbonia.su.it/,28265.0,Sardegna
Scena,BZ,http://www.comune.scena.bz.it/,2903.0,Trentino-Alto Adige
San Pancrazio,BZ,http://www.comune.sanpancrazio.bz.it/system/web/default.aspx?sprache=3,1549.0,Trentino-Alto Adige
Terento,BZ,http://www.gemeinde.terenten.bz.it/,1753.0,Trentino-Alto Adige
Alcara Li Fusi,ME,http://www.comune.alcaralifusi.me.it/,1913.0,Sicilia
Povo,,,,provincia autonoma di Trento
Darzo,,,,provincia autonoma di Trento
Lodrone,,,,provincia autonoma di Trento
Comasine,,http://www.comasine.it,,provincia autonoma di Trento
Celenza sul Trigno,CH,http://www.celenzasultrigno.com,904.0,Abruzzo
Furci,CH,http://www.comunedifurci.com,926.0,Abruzzo
Castronuovo di Sant'Andrea,PZ,http://www.comune.castronuovo.pz.it,1016.0,Basilicata
Genzano di Lucania,PZ,http://www.comune.genzano.pz.it/,5688.0,Basilicata
Portovesme,CI,,,provincia di Cagliari
Tresana,MS,http://www.comune.tresana.ms.it,1999.0,Toscana
Podenzana,MS,http://www.comune.podenzana.ms.it,2175.0,Toscana
Corigliano d'Otranto,LE,http://www.comune.corigliano.le.it,5768.0,Puglia
Copertino,LE,http://www.comune.copertino.le.it/,24094.0,Puglia
Pescosansonesco,PE,http://www.pescosansonesco.net/,497.0,Abruzzo
Picciano,PE,http://comune.picciano.pe.it,1346.0,Abruzzo
Frale,RE,http://www.comune.toano.re.it/,,provincia di Reggio nell'Emilia
Gesturi,SU,http://www.comunegesturi.it,1224.0,Sardegna
Nicastro,,,,provincia di Catanzaro
Pieve di Ledro,,,585.0,provincia autonoma di Trento
Portovesme,CI,,,provincia del Sud Sardegna
Giovinazzo,BA,http://www.comune.giovinazzo.ba.it/,20348.0,Puglia
Guastalla,RE,http://www.comune.guastalla.re.it,15032.0,Emilia-Romagna
San Vito dei Normanni,BR,http://www.sanvitobr.it/,19095.0,Puglia
Mesagne,BR,http://www.comune.mesagne.br.it,26836.0,Puglia
San Clemente,RN,http://www.sanclemente.it,5536.0,Emilia-Romagna
Montefiore Conca,RN,http://www.comune.montefiore-conca.rn.it,2278.0,Emilia-Romagna
Terraseo,SU,,,provincia del Sud Sardegna
Bruncuteula,SU,,,provincia del Sud Sardegna
Castelfidardo,AN,http://www.comune.castelfidardo.an.it,18601.0,Marche
Longiarù,,,,provincia autonoma di Bolzano
Furtei,SU,http://www.comune.furtei.ca.it,1633.0,Sardegna
Zoldo Alto,BL,http://www.comune.zoldoalto.bl.it,,Veneto
San Mauro Forte,MT,http://www.comune.sanmauroforte.mt.it/,1473.0,Basilicata
Castelgrande,PZ,http://www.comunecastelgrande.it/,914.0,Basilicata
Cugnoli,PE,http://www.comune.cugnoli.pe.it/,1466.0,Abruzzo
Moscufo,PE,https://www.comunedimoscufo.it,3168.0,Abruzzo
Guspini,SU,http://www.comune.guspini.ca.it/,11725.0,Sardegna
Zoldo Alto,BL,http://www.comune.zoldoalto.bl.it,,provincia di Belluno
Castello d'Agogna,PV,http://www.comune.castellodiannone.at.it,1183.0,Lombardia
Portovesme,CI,,,provincia di Carbonia-Iglesias
Mozzagrogna,CH,http://www.comunemozzagrogna.it,2444.0,Abruzzo
Lettopalena,CH,http://www.comunelettopalena.it/,339.0,Abruzzo
Fluminimaggiore,SU,http://www.comune.fluminimaggiore.ca.it/,3026.0,Sardegna
Irsina,MT,http://www.comune.irsina.mt.it/,4909.0,Basilicata
Miglionico,MT,http://www.miglionico.gov.it/,2454.0,Basilicata
Balestrate,PA,http://www.comune.balestrate.pa.it,6446.0,Sicilia
Sant'Angelo in Vado,PU,http://www.comunesantangeloinvado.it/,4073.0,Marche
Pollutri,CH,http://www.comunedipollutri.it,2188.0,Abruzzo
San Salvo,CH,http://www.comune.sansalvo.ch.it,20184.0,Abruzzo
Paterno,PZ,http://www.comune.paterno.pz.it/,3327.0,Basilicata
Pietrapertosa,PZ,http://www.comune.pietrapertosa.pz.it/,992.0,Basilicata
Moraro,GO,http://www.comunedimoraro.go.it/,753.0,Friuli-Venezia Giulia
Sagrado,GO,http://www.comune.sagrado.go.it,2183.0,Friuli-Venezia Giulia
Mezzago,MB,http://www.comune.mezzago.mb.it/,4493.0,Lombardia
Villa Literno,CE,https://www.comune.villaliterno.ce.it/,12184.0,Campania
Malé,TN,https://www.comune.male.tn.it/,2210.0,Trentino-Alto Adige
città metropolitana di Roma Capitale,ROMA,https://www.cittametropolitanaroma.it/,,Italia
Fontana Liri,FR,https://www.comunefontanaliri.fr.it/,2906.0,Lazio
Pico,FR,http://www.comunedipico.it/,2825.0,Lazio
Zeccone,PV,http://www.comune.zeccone.pv.it,1684.0,Lombardia
Alleghe,BL,http://www.comune.alleghe.bl.it/,1194.0,Veneto
Linarolo,PV,http://www.comune.linarolo.pv.it/,2837.0,Lombardia
Zenevredo,PV,http://www.comune.zenevredo.pv.it,476.0,Lombardia
San Giovanni Suergiu,SU,http://www.comune.sangiovannisuergiu.ci.it/,6018.0,Sardegna
Las Plassas,SU,http://www.comune.lasplassas.vs.it,231.0,Sardegna
Cascinette d'Ivrea,TO,http://www.comune.cascinette.to.it,1511.0,Piemonte
Bardassano,,,,città metropolitana di Torino
Nocciano,PE,http://www.comune.nocciano.pe.it/,1796.0,Abruzzo
Cutrofiano,LE,http://www.comune.cutrofiano.le.it/,8958.0,Puglia
Galatone,LE,http://www.comune.galatone.le.it/,15544.0,Puglia
Montemarciano,AN,http://www.comune.montemarciano.ancona.it/,9872.0,Marche
Maiolati Spontini,AN,http://www.comune.maiolatispontini.an.it,6187.0,Marche
Corvara,PE,https://www.corvara.eu,232.0,Abruzzo
Cappelle sul Tavo,PE,http://www.cappellesultavo.gov.it/,4016.0,Abruzzo
Pineto,TE,http://www.comune.pineto.te.it/,14915.0,Abruzzo
Sant'Omero,TE,https://comune.santomero.te.it,5317.0,Abruzzo
San Canzian d'Isonzo,GO,http://www.comune.sancanziandisonzo.go.it,6227.0,Friuli-Venezia Giulia
San Lorenzo Isontino,GO,http://www.comune.sanlorenzoisontino.go.it/,1540.0,Friuli-Venezia Giulia
Staranzano,GO,http://www.comunedistaranzano.it/,7297.0,Friuli-Venezia Giulia
Cellino Attanasio,TE,http://www.comune.cellinoattanasio.te.it,2493.0,Abruzzo
Scafa,PE,http://www.comune.scafa.pe.it/,3656.0,Abruzzo
Paglieta,CH,http://www.comune.paglieta.ch.it,4308.0,Abruzzo
Rotonda,PZ,http://www.comune.rotonda.pz.it,3435.0,Basilicata
San Chirico Nuovo,PZ,http://www.comune.sanchiriconuovo.pz.it/,1332.0,Basilicata
Laterza,TA,http://www.comune.laterza.ta.it,15171.0,Puglia
Zapponeta,FG,http://www.comune.zapponeta.fg.it/,3464.0,Puglia
Arignano,TO,http://www.comune.arignano.to.it,1081.0,Piemonte
Sassuolo,MO,http://www.comune.sassuolo.mo.it,40826.0,Emilia-Romagna
Pian di Scò,AR,http://www.comune.pian-di-sco.ar.it/,,Toscana
Gradisca d'Isonzo,GO,http://www.comune.gradiscadisonzo.go.it,6452.0,Friuli-Venezia Giulia
Barcis,PN,http://www.barcis.fvg.it,256.0,Friuli-Venezia Giulia
San Giorgio della Richinvelda,PN,http://www.comune.san-giorgio-della-richinvelda.pn.it/,4633.0,Friuli-Venezia Giulia
Vajont,PN,http://www.comune.vajont.pn.it/,1677.0,Friuli-Venezia Giulia
Almese,TO,https://www.comune.almese.to.it,6426.0,Piemonte
Bardassano,,,,provincia di Torino
Massa Finalese,MO,,,provincia di Modena
Orta Nova,FG,http://egov.hseweb.it/ortanova/hh/index.php,17675.0,Puglia
San Marco in Lamis,FG,http://www.comune.sanmarcoinlamis.fg.it/,13583.0,Puglia
Rivignano Teor,UD,http://www.comune.rivignanoteor.ud.it/,6265.0,Friuli-Venezia Giulia
Vacri,CH,http://www.comune.vacri.ch.it/,1631.0,Abruzzo
Taranta Peligna,CH,http://www.tarantapeligna.net,353.0,Abruzzo
Pian di Scò,AR,http://www.comune.pian-di-sco.ar.it/,,provincia di Arezzo
San Marco la Catola,FG,http://www.comune.sanmarcolacatola.fg.it/cms/home.php,965.0,Puglia
Torremaggiore,FG,http://www.comune.torremaggiore.fg.it,17069.0,Puglia
Collepardo,FR,http://www.collepardo.it/,947.0,Lazio
Bagnacavallo,RA,http://www.comune.bagnacavallo.ra.it/,16780.0,Emilia-Romagna
Cassino,FR,http://www.comune.cassino.fr.it,36497.0,Lazio
Porto Puddu,SS,,,provincia di Sassari
Albereto,RN,http://www.albereto.it/,,Montescudo-Monte Colombo
Ripe,AN,http://www.comune.ripe.an.it,,Marche
Ostra Vetere,AN,http://www.comune.ostravetere.an.it/,3178.0,Marche
Belvedere Ostrense,AN,http://www.comune.belvedere.an.it,2203.0,Marche
Navezze,BS,http://www.comune.gussago.bs.it/,,provincia di Brescia
Albereto,RN,http://www.albereto.it/,,provincia di Rimini
Austis,NU,http://www.comune.austis.nu.it/,810.0,Sardegna
Atzara,NU,http://www.comune.atzara.nu.it,1123.0,Sardegna
Porto Puddu,SS,,,provincia di Olbia-Tempio
Porto Civitanova,,,,provincia di Macerata
Casagiove,CE,http://www.comune.casagiove.ce.it,13559.0,Campania
Alife,CE,http://www.comune.alife.ce.it/,7638.0,Campania
Moliterno,PZ,http://www.comune.moliterno.pz.it,3916.0,Basilicata
Noepoli,PZ,http://www.comune.noepoli.pz.it/,841.0,Basilicata
Voltago Agordino,BL,http://www.comune.voltagoagordino.bl.it,854.0,Veneto
Pignola,PZ,http://www.comune.pignola.pz.it,6908.0,Basilicata
Rionero in Vulture,PZ,http://www.comune.rioneroinvulture.pz.it/,13236.0,Basilicata
